Time,ECG
5.926,-3.6
5.928,-3.9
5.93,-3.6
5.932,-3.7
5.934,-3.7
5.936,-2.9
5.938,-2.6
5.94,-3.0
5.942,-3.2
5.944,-3.2
5.946,-3.3
5.948,-3.5
5.95,-3.3
5.952,-3.5
5.954,-3.5
5.956,-3.2
5.958,-3.2
5.96,-3.2
5.962,-3.2
5.964,-3.6
5.966,-3.6
5.968,-3.6
5.97,-3.8
5.972,-3.1
5.974,-2.8
5.976,-2.7
5.978,-3.3
5.98,-3.4
5.982,-3.4
5.984,-3.5
5.986,-3.9
5.988,-3.2
5.99,-2.5
5.992,-2.5
5.994,-2.5
5.996,-2.4
5.998,-2.7
6.0,-3.2
6.002,-3.3
6.0040000000000004,-3.2
6.006,-3.9
6.008,-3.9
6.01,-3.6
6.0120000000000005,-3.5
6.014,-3.3
6.016,-3.3
6.018,-3.4
6.0200000000000005,-3.1
6.022,-3.1
6.024,-2.6
6.026,-2.8
6.0280000000000005,-2.9
6.03,-2.9
6.032,-3.8
6.034,-3.3
6.0360000000000005,-2.4
6.038,-2.7
6.04,-3.1
6.042,-2.5
6.0440000000000005,-3.0
6.046,-2.5
6.048,-2.3
6.05,-2.5
6.0520000000000005,-2.5
6.054,-2.1
6.056,-2.0
6.058,-1.9
6.0600000000000005,-2.1
6.062,-2.7
6.064,-3.1
6.066,-2.3
6.0680000000000005,-1.7
6.07,-1.7
6.072,-2.3
6.074,-1.5
6.0760000000000005,-2.0
6.078,-2.3
6.08,-1.8
6.082,-2.1
6.0840000000000005,-2.6
6.086,-2.2
6.088,-2.2
6.09,-2.0
6.0920000000000005,-2.0
6.094,-1.3
6.096,-2.4
6.098,-2.8
6.1000000000000005,-2.5
6.102,-2.2
6.104,-2.7
6.106,-2.7
6.1080000000000005,-2.7
6.11,-2.6
6.112,-3.1
6.114,-2.2
6.1160000000000005,-2.4
6.118,-2.4
6.12,-2.8
6.122,-2.5
6.1240000000000006,-3.1
6.126,-2.9
6.128,-2.4
6.13,-2.4
6.132000000000001,-2.8
6.134,-2.6
6.136,-3.0
6.138,-3.4
6.140000000000001,-2.9
6.142,-2.9
6.144,-3.1
6.146,-3.1
6.148,-3.1
6.15,-2.7
6.152,-3.0
6.154,-2.4
6.156,-2.8
6.158,-3.0
6.16,-3.0
6.162,-2.6
6.164,-3.4
6.166,-3.2
6.168,-3.4
6.17,-2.9
6.172,-2.8
6.174,-2.4
6.176,-2.6
6.178,-3.4
6.18,-3.8
6.182,-3.7
6.184,-4.6
6.186,-4.6
6.188,-4.9
6.19,-4.3
6.192,-3.9
6.194,-1.5
6.196,-0.4
6.198,0.9
6.2,1.5
6.202,2.1
6.204,3.5
6.206,5.8
6.208,6.5
6.21,6.5
6.212,5.5
6.214,4.5
6.216,3.0
6.218,2.5
6.22,2.5
6.222,0.6
6.224,-1.8
6.226,-4.1
6.228,-5.8
6.23,-5.4
6.232,-5.3
6.234,-5.0
6.236,-4.5
6.238,-4.7
6.24,-4.8
6.242,-4.7
6.244,-4.8
6.246,-4.3
6.248,-3.9
6.25,-3.9
6.252,-3.9
6.2540000000000004,-2.6
6.256,-2.7
6.258,-2.4
6.26,-2.7
6.2620000000000005,-2.9
6.264,-2.9
6.266,-2.8
6.268,-2.8
6.2700000000000005,-3.2
6.272,-1.8
6.274,-1.8
6.276,-1.8
6.2780000000000005,-2.4
6.28,-2.4
6.282,-2.6
6.284,-2.7
6.2860000000000005,-2.7
6.288,-2.3
6.29,-1.9
6.292,-1.5
6.2940000000000005,-1.6
6.296,-1.7
6.298,-1.9
6.3,-2.2
6.3020000000000005,-2.3
6.304,-2.4
6.306,-2.5
6.308,-2.2
6.3100000000000005,-2.2
6.312,-2.2
6.314,-2.1
6.316,-2.0
6.3180000000000005,-2.5
6.32,-1.6
6.322,-2.1
6.324,-2.4
6.3260000000000005,-2.1
6.328,-2.0
6.33,-2.0
6.332,-1.7
6.3340000000000005,-2.0
6.336,-2.1
6.338,-2.1
6.34,-1.5
6.3420000000000005,-2.4
6.344,-2.2
6.346,-1.9
6.348,-1.6
6.3500000000000005,-1.6
6.352,-1.0
6.354,-1.6
6.356,-1.4
6.3580000000000005,-1.8
6.36,-1.2
6.362,-1.5
6.364,-1.5
6.3660000000000005,-0.8
6.368,-0.8
6.37,-1.5
6.372,-0.5
6.3740000000000006,-0.6
6.376,-0.5
6.378,-0.5
6.38,-0.5
6.382000000000001,-1.1
6.384,-1.2
6.386,-0.6
6.388,-0.1
6.390000000000001,-0.1
6.392,0.0
6.394,-0.3
6.396,-0.3
6.398000000000001,-0.4
6.4,-0.5
6.402,-0.4
6.404,-0.1
6.406,-0.4
6.408,0.3
6.41,0.5
6.412,0.5
6.414,0.3
6.416,0.5
6.418,0.6
6.42,0.8
6.422,0.5
6.424,1.0
6.426,1.6
6.428,1.7
6.43,1.2
6.432,2.2
6.434,1.4
6.436,1.8
6.438,1.6
6.44,1.8
6.442,1.5
6.444,2.4
6.446,2.8
6.448,2.9
6.45,2.7
6.452,2.9
6.454,2.9
6.456,2.6
6.458,2.7
6.46,2.6
6.462,1.9
6.464,1.8
6.466,2.8
6.468,2.1
6.47,2.9
6.472,3.9
6.474,3.1
6.476,2.0
6.478,1.7
6.48,2.0
6.482,1.4
6.484,1.4
6.486,1.6
6.488,1.1
6.49,1.0
6.492,1.0
6.494,0.9
6.496,0.4
6.498,-0.1
6.5,-1.0
6.502,-1.2
6.5040000000000004,-1.1
6.506,-1.1
6.508,-0.7
6.51,-0.2
6.5120000000000005,-0.2
6.514,-0.9
6.516,-1.0
6.518,-1.5
6.5200000000000005,-1.8
6.522,-1.8
6.524,-2.0
6.526,-2.0
6.5280000000000005,-1.9
6.53,-1.3
6.532,-1.3
6.534,-1.6
6.5360000000000005,-1.8
6.538,-1.6
6.54,-2.8
6.542,-2.6
6.5440000000000005,-2.7
6.546,-2.4
6.548,-2.3
6.55,-1.9
6.5520000000000005,-1.7
6.554,-1.9
6.556,-2.1
6.558,-2.3
6.5600000000000005,-2.7
6.562,-2.8
6.564,-2.6
6.566,-2.6
6.5680000000000005,-2.6
6.57,-2.6
6.572,-2.6
6.574,-2.9
6.5760000000000005,-2.3
6.578,-2.1
6.58,-2.8
6.582,-2.5
6.5840000000000005,-2.5
6.586,-2.7
6.588,-2.5
6.59,-1.5
6.5920000000000005,-1.8
6.594,-2.0
6.596,-2.5
6.598,-2.4
6.6000000000000005,-2.7
6.602,-2.5
6.604,-2.8
6.606,-2.2
6.6080000000000005,-2.2
6.61,-1.7
6.612,-2.0
6.614,-2.0
6.6160000000000005,-2.2
6.618,-1.7
6.62,-2.1
6.622,-2.1
6.6240000000000006,-2.1
6.626,-1.4
6.628,-1.7
6.63,-1.5
6.632000000000001,-1.7
6.634,-2.1
6.636,-2.6
6.638,-2.2
6.640000000000001,-2.3
6.642,-2.3
6.644,-2.0
6.646,-1.7
6.648000000000001,-1.7
6.65,-0.8
6.652,-1.2
6.654,-1.9
6.656000000000001,-2.1
6.658,-1.4
6.66,-2.1
6.662,-2.0
6.664,-2.1
6.666,-2.1
6.668,-2.5
6.67,-1.7
6.672,-1.6
6.674,-1.4
6.676,-1.8
6.678,-1.6
6.68,-2.1
6.682,-2.1
6.684,-1.9
6.686,-2.1
6.688,-2.0
6.69,-1.5
6.692,-1.9
6.694,-1.9
6.696,-2.2
6.698,-1.6
6.7,-2.2
6.702,-2.2
6.704,-2.1
6.706,-1.7
6.708,-2.4
6.71,-2.0
6.712,-2.1
6.714,-2.1
6.716,-2.1
6.718,-1.8
6.72,-2.4
6.722,-2.4
6.724,-2.5
6.726,-1.7
6.728,-1.7
6.73,-1.7
6.732,-1.9
6.734,-2.0
6.736,-2.2
6.738,-2.2
6.74,-3.0
6.742,-2.6
6.744,-2.1
6.746,-2.0
6.748,-2.3
6.75,-1.8
6.752,-1.6
6.7540000000000004,-1.8
6.756,-2.0
6.758,-2.1
6.76,-3.0
6.7620000000000005,-2.9
6.764,-2.6
6.766,-2.3
6.768,-2.4
6.7700000000000005,-1.6
6.772,-2.0
6.774,-2.5
6.776,-2.4
6.7780000000000005,-2.2
6.78,-2.7
6.782,-2.6
6.784,-2.3
6.7860000000000005,-2.4
6.788,-2.0
6.79,-1.5
6.792,-1.9
6.7940000000000005,-2.2
6.796,-2.2
6.798,-2.2
6.8,-2.7
6.8020000000000005,-2.4
6.804,-2.5
6.806,-2.2
6.808,-2.1
6.8100000000000005,-1.7
6.812,-1.9
6.814,-1.8
6.816,-2.0
6.8180000000000005,-2.0
6.82,-2.1
6.822,-2.1
6.824,-2.1
6.8260000000000005,-2.2
6.828,-2.1
6.83,-2.0
6.832,-1.8
6.8340000000000005,-1.5
6.836,-1.5
6.838,-2.1
6.84,-1.9
6.8420000000000005,-1.6
6.844,-1.5
6.846,-1.5
6.848,-1.3
6.8500000000000005,-1.3
6.852,-1.7
6.854,-1.8
6.856,-1.5
6.8580000000000005,-2.0
6.86,-1.6
6.862,-1.6
6.864,-1.7
6.8660000000000005,-1.6
6.868,-0.9
6.87,-1.1
6.872,-1.5
6.8740000000000006,-1.7
6.876,-1.8
6.878,-2.0
6.88,-2.1
6.882000000000001,-2.1
6.884,-2.0
6.886,-2.0
6.888,-1.7
6.890000000000001,-1.8
6.892,-2.4
6.894,-2.6
6.896,-2.2
6.898000000000001,-2.5
6.9,-2.6
6.902,-2.4
6.904,-2.4
6.906000000000001,-2.4
6.908,-2.1
6.91,-2.0
6.912,-2.8
6.914,-2.7
6.916,-2.5
6.918,-3.5
6.92,-2.4
6.922,-2.4
6.924,-2.4
6.926,-3.0
6.928,-1.8
6.93,-2.3
6.932,-2.5
6.934,-2.8
6.936,-2.6
6.938,-2.8
6.94,-2.7
6.942,-2.7
6.944,-1.8
6.946,-2.4
6.948,-2.0
6.95,-2.0
6.952,-2.1
6.954,-2.1
6.956,-2.0
6.958,-3.5
6.96,-3.1
6.962,-2.3
6.964,-2.4
6.966,-3.1
6.968,-2.9
6.97,-3.3
6.972,-3.6
6.974,-4.5
6.976,-4.0
6.978,-3.2
6.98,-2.4
6.982,-0.9
6.984,0.4
6.986,1.9
6.988,4.4
6.99,5.9
6.992,7.3
6.994,7.2
6.996,6.9
6.998,5.0
7.0,3.6
7.002,2.7
7.0040000000000004,3.2
7.006,2.6
7.008,1.6
7.01,-0.3
7.0120000000000005,-2.7
7.014,-5.0
7.016,-4.6
7.018,-5.0
7.0200000000000005,-5.2
7.022,-4.7
7.024,-4.4
7.026,-4.4
7.0280000000000005,-3.8
7.03,-3.5
7.032,-3.5
7.034,-3.2
7.0360000000000005,-2.9
7.038,-3.3
7.04,-3.0
7.042,-2.0
7.0440000000000005,-1.8
7.046,-1.4
7.048,-1.4
7.05,-1.4
7.0520000000000005,-1.6
7.054,-1.6
7.056,-1.6
7.058,-1.9
7.0600000000000005,-1.9
7.062,-1.4
7.064,-1.4
7.066,-1.5
7.0680000000000005,-1.2
7.07,-1.2
7.072,-1.5
7.074,-1.5
7.0760000000000005,-1.4
7.078,-1.5
7.08,-1.5
7.082,-0.9
7.0840000000000005,-0.4
7.086,-0.4
7.088,-1.0
7.09,-1.5
7.0920000000000005,-1.2
7.094,-1.3
7.096,-1.4
7.098,-1.4
7.1000000000000005,-0.8
7.102,-0.8
7.104,-0.7
7.106,-0.7
7.1080000000000005,-0.8
7.11,-0.8
7.112,-1.4
7.114,-1.1
7.1160000000000005,-1.1
7.118,-1.3
7.12,-0.8
7.122,-0.9
7.1240000000000006,-0.3
7.126,-0.2
7.128,-0.3
7.13,-0.6
7.132000000000001,-0.7
7.134,-0.3
7.136,-0.6
7.138,-0.6
7.140000000000001,-1.0
7.142,-0.3
7.144,-0.3
7.146,-0.1
7.148000000000001,-0.1
7.15,-0.2
7.152,-0.2
7.154,-0.2
7.156000000000001,-0.8
7.158,-0.4
7.16,0.2
7.162,0.3
7.164000000000001,0.0
7.166,0.8
7.168,0.8
7.17,0.5
7.172,0.5
7.174,0.7
7.176,0.5
7.178,0.5
7.18,0.6
7.182,0.6
7.184,0.8
7.186,1.7
7.188,0.8
7.19,1.2
7.192,0.5
7.194,1.4
7.196,1.3
7.198,1.5
7.2,2.0
7.202,1.8
7.204,1.8
7.206,1.8
7.208,2.1
7.21,2.1
7.212,2.1
7.214,2.6
7.216,1.9
7.218,2.3
7.22,2.8
7.222,2.9
7.224,3.4
7.226,4.0
7.228,3.8
7.23,3.9
7.232,3.6
7.234,3.6
7.236,2.8
7.238,3.1
7.24,3.0
7.242,3.4
7.244,3.4
7.246,3.7
7.248,3.8
7.25,3.4
7.252,3.2
7.2540000000000004,3.3
7.256,2.8
7.258,2.9
7.26,2.9
7.2620000000000005,3.5
7.264,2.9
7.266,3.2
7.268,3.2
7.2700000000000005,2.8
7.272,2.3
7.274,2.3
7.276,0.8
7.2780000000000005,0.6
7.28,0.9
7.282,0.5
7.284,0.2
7.2860000000000005,0.6
7.288,-0.1
7.29,-0.4
7.292,-0.5
7.2940000000000005,-0.1
7.296,-0.6
7.298,-1.0
7.3,-1.0
7.3020000000000005,-0.8
7.304,-0.6
7.306,-0.5
7.308,-1.4
7.3100000000000005,-1.5
7.312,-1.3
7.314,-1.3
7.316,-1.6
7.3180000000000005,-1.1
7.32,-0.8
7.322,-0.8
7.324,-1.1
7.3260000000000005,-0.8
7.328,-1.8
7.33,-1.7
7.332,-1.7
7.3340000000000005,-1.2
7.336,-1.5
7.338,-1.6
7.34,-1.1
7.3420000000000005,-1.0
7.344,-1.1
7.346,-1.2
7.348,-1.1
7.3500000000000005,-1.5
7.352,-1.4
7.354,-1.4
7.356,-2.4
7.3580000000000005,-1.9
7.36,-1.4
7.362,-1.5
7.364,-1.4
7.3660000000000005,-1.0
7.368,-1.3
7.37,-2.0
7.372,-2.1
7.3740000000000006,-1.4
7.376,-2.2
7.378,-2.0
7.38,-1.7
7.382000000000001,-1.3
7.384,-1.3
7.386,-1.1
7.388,-1.1
7.390000000000001,-1.6
7.392,-2.0
7.394,-1.8
7.396,-2.0
7.398000000000001,-2.0
7.4,-1.8
7.402,-1.8
7.404,-1.4
7.406000000000001,-1.6
7.408,-1.4
7.41,-1.2
7.412,-1.7
7.414000000000001,-1.9
7.416,-1.9
7.418,-1.4
7.42,-1.2
7.422000000000001,-1.4
7.424,-1.1
7.426,-1.5
7.428,-1.5
7.43,-1.2
7.432,-0.9
7.434,-2.0
7.436,-1.5
7.438,-1.5
7.44,-1.0
7.442,-1.4
7.444,-0.5
7.446,-0.5
7.448,-0.7
7.45,-1.2
7.452,-1.1
7.454,-1.4
7.456,-1.7
7.458,-1.4
7.46,-0.9
7.462,-0.9
7.464,-0.7
7.466,-0.6
7.468,-0.9
7.47,-0.9
7.472,-0.9
7.474,-1.1
7.476,-1.1
7.478,-1.4
7.48,-1.4
7.482,-1.3
7.484,-0.7
7.486,-1.6
7.488,-1.4
7.49,-1.5
7.492,-1.6
7.494,-1.9
7.496,-1.2
7.498,-1.0
7.5,-1.0
7.502,-1.2
7.5040000000000004,-0.8
7.506,-0.9
7.508,-1.0
7.51,-1.1
7.5120000000000005,-0.9
7.514,-1.7
7.516,-1.4
7.518,-1.5
7.5200000000000005,-1.1
7.522,-1.4
7.524,-0.8
7.526,-0.9
7.5280000000000005,-0.9
7.53,-0.9
7.532,-0.7
7.534,-1.9
7.5360000000000005,-2.0
7.538,-1.8
7.54,-1.7
7.542,-1.5
7.5440000000000005,-1.4
7.546,-1.4
7.548,-1.4
7.55,-1.7
7.5520000000000005,-1.5
7.554,-1.5
7.556,-1.2
7.558,-1.1
7.5600000000000005,-1.2
7.562,-1.9
7.564,-1.6
7.566,-1.5
7.5680000000000005,-1.2
7.57,-1.6
7.572,-1.2
7.574,-1.6
7.5760000000000005,-1.4
7.578,-1.4
7.58,-1.0
7.582,-1.4
7.5840000000000005,-1.0
7.586,-1.4
7.588,-1.4
7.59,-1.5
7.5920000000000005,-1.1
7.594,-2.0
7.596,-1.6
7.598,-1.3
7.6000000000000005,-1.6
7.602,-1.7
7.604,-0.7
7.606,-0.7
7.6080000000000005,-1.5
7.61,-1.6
7.612,-1.6
7.614,-1.7
7.6160000000000005,-1.8
7.618,-1.2
7.62,-0.8
7.622,-0.6
7.6240000000000006,-0.2
7.626,-0.4
7.628,-0.6
7.63,-0.6
7.632000000000001,-1.1
7.634,-1.1
7.636,-1.2
7.638,-0.8
7.640000000000001,-0.9
7.642,-0.6
7.644,-0.5
7.646,-0.5
7.648000000000001,-0.5
7.65,-0.8
7.652,-0.8
7.654,-1.1
7.656000000000001,-0.6
7.658,-0.4
7.66,-0.2
7.662,-0.4
7.664000000000001,-0.4
7.666,-0.7
7.668,-1.1
7.67,-1.0
7.672000000000001,-0.9
7.674,-1.4
7.676,-1.4
7.678,-1.4
7.68,-1.0
7.682,-1.0
7.684,-1.0
7.686,-1.3
7.688,-1.2
7.69,-1.6
7.692,-1.8
7.694,-1.6
7.696,-1.7
7.698,-1.0
7.7,-1.2
7.702,-1.2
7.704,-1.2
7.706,-1.4
7.708,-1.8
7.71,-1.8
7.712,-2.0
7.714,-1.9
7.716,-1.7
7.718,-1.2
7.72,-1.4
7.722,-1.1
7.724,-1.2
7.726,-1.3
7.728,-1.6
7.73,-1.4
7.732,-2.0
7.734,-2.1
7.736,-1.8
7.738,-1.7
7.74,-1.6
7.742,-1.6
7.744,-1.6
7.746,-1.8
7.748,-1.8
7.75,-2.2
7.752,-2.6
7.7540000000000004,-2.2
7.756,-2.3
7.758,-2.7
7.76,-3.1
7.7620000000000005,-3.1
7.764,-3.1
7.766,-3.1
7.768,-2.4
7.7700000000000005,-1.5
7.772,-0.8
7.774,1.2
7.776,2.4
7.7780000000000005,4.0
7.78,5.4
7.782,7.3
7.784,8.0
7.7860000000000005,8.0
7.788,6.8
7.79,5.9
7.792,4.3
7.7940000000000005,4.3
7.796,4.1
7.798,2.9
7.8,1.0
7.8020000000000005,-1.2
7.804,-3.8
7.806,-4.3
7.808,-4.5
7.8100000000000005,-4.1
7.812,-4.1
7.814,-3.6
7.816,-3.5
7.8180000000000005,-3.1
7.82,-2.4
7.822,-1.9
7.824,-1.9
7.8260000000000005,-2.1
7.828,-2.5
7.83,-1.6
7.832,-2.2
7.8340000000000005,-2.1
7.836,-1.4
7.838,-0.4
7.84,-1.0
7.8420000000000005,-0.3
7.844,-0.4
7.846,-0.4
7.848,-0.7
7.8500000000000005,-0.5
7.852,-1.5
7.854,-1.6
7.856,-1.1
7.8580000000000005,-0.5
7.86,-1.0
7.862,0.2
7.864,0.0
7.8660000000000005,0.0
7.868,-1.0
7.87,-0.3
7.872,-1.2
7.8740000000000006,-1.3
7.876,-0.7
7.878,-0.5
7.88,-0.2
7.882000000000001,-0.3
7.884,-0.2
7.886,0.4
7.888,0.2
7.890000000000001,-0.5
7.892,-0.8
7.894,-0.8
7.896,-0.2
7.898000000000001,-0.1
7.9,-0.6
7.902,-0.2
7.904,-0.4
7.906000000000001,-0.4
7.908,-0.2
7.91,-0.2
7.912,-0.4
7.914000000000001,-0.5
7.916,0.1
7.918,0.3
7.92,0.3
7.922000000000001,0.5
7.924,-0.5
7.926,-0.2
7.928,0.0
7.930000000000001,-0.4
7.932,-0.2
7.934,-0.2
7.936,0.4
7.938,0.4
7.94,0.8
7.942,0.7
7.944,0.3
7.946,0.1
7.948,0.2
7.95,0.3
7.952,0.0
7.954,0.5
7.956,0.6
7.958,0.4
7.96,0.9
7.962,1.4
7.964,1.2
7.966,0.8
7.968,0.6
7.97,0.5
7.972,0.8
7.974,1.0
7.976,1.4
7.978,1.6
7.98,1.9
7.982,1.7
7.984,1.4
7.986,1.9
7.988,1.9
7.99,1.9
7.992,2.1
7.994,2.2
7.996,2.4
7.998,2.5
8.0,3.2
8.002,2.7
8.004,2.5
8.006,2.8
8.008000000000001,3.0
8.01,2.6
8.012,2.7
8.014,2.8
8.016,2.8
8.018,3.3
8.02,4.0
8.022,3.9
8.024000000000001,3.8
8.026,4.1
8.028,4.7
8.03,3.8
8.032,3.6
8.034,4.1
8.036,3.7
8.038,3.7
8.040000000000001,4.3
8.042,4.5
8.044,3.6
8.046,3.6
8.048,4.1
8.05,2.9
8.052,3.1
8.054,3.0
8.056000000000001,3.2
8.058,2.9
8.06,3.2
8.062,2.8
8.064,2.6
8.066,2.2
8.068,2.2
8.07,0.9
8.072000000000001,0.9
8.074,1.1
8.076,1.4
8.078,0.6
8.08,2.1
8.082,1.2
8.084,0.3
8.086,0.3
8.088000000000001,0.2
8.09,-0.5
8.092,-0.4
8.094,-0.2
8.096,-0.9
8.098,-1.0
8.1,-0.3
8.102,-0.3
8.104000000000001,-0.4
8.106,-0.4
8.108,-0.5
8.11,-1.1
8.112,-1.2
8.114,-0.7
8.116,-0.8
8.118,-1.5
8.120000000000001,-0.9
8.122,-1.0
8.124,-1.4
8.126,-1.2
8.128,-1.2
8.13,-1.4
8.132,-1.0
8.134,-1.0
8.136000000000001,-1.3
8.138,-1.4
8.14,-0.6
8.142,-1.1
8.144,-1.6
8.146,-1.9
8.148,-1.7
8.15,-2.4
8.152000000000001,-1.6
8.154,-1.6
8.156,-1.3
8.158,-1.2
8.16,-0.8
8.162,-0.9
8.164,-0.9
8.166,-1.5
8.168000000000001,-1.4
8.17,-1.5
8.172,-1.4
8.174,-1.4
8.176,-1.2
8.178,-1.2
8.18,-0.7
8.182,-0.6
8.184000000000001,-0.9
8.186,-1.1
8.188,-0.8
8.19,-1.2
8.192,-1.2
8.194,-1.2
8.196,-0.8
8.198,-0.8
8.2,-0.9
8.202,-0.8
8.204,-0.5
8.206,-0.6
8.208,-0.6
8.21,-0.7
8.212,-0.8
8.214,-0.7
8.216,-0.8
8.218,-0.8
8.22,-0.8
8.222,-1.4
8.224,-0.9
8.226,-0.8
8.228,-1.1
8.23,-0.9
8.232,-1.2
8.234,-0.5
8.236,-0.2
8.238,-0.2
8.24,-0.2
8.242,-0.9
8.244,-0.9
8.246,-1.1
8.248,-0.7
8.25,-1.1
8.252,-1.0
8.254,0.1
8.256,0.5
8.258000000000001,-0.1
8.26,-0.1
8.262,-1.1
8.264,-1.5
8.266,-1.5
8.268,-1.2
8.27,-1.3
8.272,-1.3
8.274000000000001,-0.7
8.276,-0.5
8.278,-0.2
8.28,-0.2
8.282,-0.5
8.284,-0.6
8.286,-0.6
8.288,-1.5
8.290000000000001,-1.3
8.292,-1.0
8.294,-0.9
8.296,-1.1
8.298,-0.8
8.3,-0.9
8.302,-0.7
8.304,-0.9
8.306000000000001,-0.7
8.308,-1.5
8.31,-1.5
8.312,-1.1
8.314,-1.0
8.316,-1.2
8.318,-0.8
8.32,-0.6
8.322000000000001,-0.6
8.324,-0.7
8.326,-0.8
8.328,-1.2
8.33,-1.1
8.332,-1.2
8.334,-1.3
8.336,-1.3
8.338000000000001,-0.4
8.34,-0.5
8.342,-0.8
8.344,-0.8
8.346,-0.5
8.348,-1.0
8.35,-0.8
8.352,-1.2
8.354000000000001,-1.0
8.356,-0.7
8.358,0.1
8.36,-0.6
8.362,-1.6
8.364,-0.9
8.366,-0.8
8.368,-1.4
8.370000000000001,-1.8
8.372,-1.1
8.374,-0.8
8.376,-0.8
8.378,-0.2
8.38,-0.6
8.382,-0.8
8.384,-0.3
8.386000000000001,-0.1
8.388,-1.2
8.39,-1.6
8.392,-1.1
8.394,-0.9
8.396,-0.9
8.398,0.0
8.4,-0.6
8.402000000000001,-0.9
8.404,-0.9
8.406,-0.9
8.408,-2.3
8.41,-1.2
8.412,-1.2
8.414,-0.7
8.416,-0.4
8.418000000000001,-0.2
8.42,-0.2
8.422,-0.4
8.424,-0.2
8.426,0.2
8.428,-0.2
8.43,-0.2
8.432,-0.4
8.434000000000001,-0.2
8.436,-0.4
8.438,0.4
8.44,0.1
8.442,0.1
8.444,-0.6
8.446,-0.6
8.448,-0.7
8.45,-0.4
8.452,-0.1
8.454,-0.1
8.456,-0.1
8.458,0.6
8.46,0.1
8.462,0.1
8.464,-0.1
8.466,-0.6
8.468,-1.3
8.47,-1.3
8.472,-1.2
8.474,-1.1
8.476,-1.1
8.478,-0.9
8.48,-0.6
8.482,-1.0
8.484,-0.6
8.486,-0.6
8.488,-1.1
8.49,-1.2
8.492,-0.6
8.494,-0.6
8.496,-0.8
8.498,-0.7
8.5,-0.8
8.502,-0.9
8.504,-1.0
8.506,-0.6
8.508000000000001,-1.0
8.51,-1.1
8.512,-1.0
8.514,-0.8
8.516,-0.8
8.518,-0.8
8.52,-1.0
8.522,-1.1
8.524000000000001,-0.9
8.526,-0.8
8.528,-0.9
8.53,-1.3
8.532,-0.9
8.534,-0.8
8.536,-1.2
8.538,-1.1
8.540000000000001,-0.9
8.542,-1.4
8.544,-1.0
8.546,-2.0
8.548,-2.2
8.55,-1.6
8.552,-1.6
8.554,-1.7
8.556000000000001,-2.2
8.558,-2.6
8.56,-2.4
8.562,-1.4
8.564,-1.3
8.566,-0.3
8.568,1.3
8.57,2.8
8.572000000000001,4.5
8.574,6.4
8.576,8.6
8.578,9.2
8.58,9.3
8.582,8.5
8.584,6.5
8.586,4.8
8.588000000000001,5.3
8.59,5.1
8.592,3.7
8.594,1.9
8.596,-0.4
8.598,-2.8
8.6,-3.5
8.602,-3.7
8.604000000000001,-3.6
8.606,-3.8
8.608,-3.8
8.61,-3.1
8.612,-2.6
8.614,-2.6
8.616,-0.9
8.618,-0.3
8.620000000000001,-0.3
8.622,-1.5
8.624,-1.4
8.626,-2.0
8.628,-1.6
8.63,-1.4
8.632,-0.9
8.634,-0.8
8.636000000000001,0.3
8.638,0.0
8.64,0.1
8.642,0.1
8.644,-0.8
8.646,-0.8
8.648,-1.2
8.65,-1.2
8.652000000000001,-0.6
8.654,-0.7
8.656,-0.3
8.658,-0.1
8.66,-0.1
8.662,-0.2
8.664,0.5
8.666,-0.4
8.668000000000001,-0.7
8.67,-0.3
8.672,0.1
8.674,0.1
8.676,0.3
8.678,0.0
8.68,-0.3
8.682,-0.5
8.684000000000001,-0.3
8.686,-0.6
8.688,-0.2
8.69,0.0
8.692,0.0
8.694,0.0
8.696,0.9
8.698,0.9
8.700000000000001,0.7
8.702,0.6
8.704,0.9
8.706,0.4
8.708,0.7
8.71,0.7
8.712,0.4
8.714,0.5
8.716,0.8
8.718,0.4
8.72,0.4
8.722,0.9
8.724,1.0
8.726,0.1
8.728,0.7
8.73,0.7
8.732,1.3
8.734,1.1
8.736,1.1
8.738,0.9
8.74,0.7
8.742,1.2
8.744,1.3
8.746,0.5
8.748,0.4
8.75,0.8
8.752,1.1
8.754,1.1
8.756,1.7
8.758000000000001,1.7
8.76,1.3
8.762,1.7
8.764,1.7
8.766,1.5
8.768,2.0
8.77,1.7
8.772,1.8
8.774000000000001,1.8
8.776,2.6
8.778,2.6
8.78,2.6
8.782,2.3
8.784,2.3
8.786,2.5
8.788,2.8
8.790000000000001,3.2
8.792,4.0
8.794,4.0
8.796,3.4
8.798,3.4
8.8,3.7
8.802,3.9
8.804,3.9
8.806000000000001,4.2
8.808,4.0
8.81,4.3
8.812,4.3
8.814,4.7
8.816,5.1
8.818,5.1
8.82,4.6
8.822000000000001,4.6
8.824,4.4
8.826,4.4
8.828,4.6
8.83,4.5
8.832,4.7
8.834,5.3
8.836,5.1
8.838000000000001,5.1
8.84,4.8
8.842,4.8
8.844,4.3
8.846,4.0
8.848,4.0
8.85,3.7
8.852,3.3
8.854000000000001,3.7
8.856,3.6
8.858,3.0
8.86,2.8
8.862,2.8
8.864,2.3
8.866,2.3
8.868,2.1
8.870000000000001,1.7
8.872,1.5
8.874,2.1
8.876,1.9
8.878,2.0
8.88,1.1
8.882,1.1
8.884,0.6
8.886000000000001,0.5
8.888,1.0
8.89,0.5
8.892,0.4
8.894,0.6
8.896,1.0
8.898,0.2
8.9,0.0
